mun,uf,regiao,porc_bf,dilma.vs.2014,pop.2011
QUATRO IRMAOS,RS,Sul,15.4116,45.8991,1777
QUEVEDOS,RS,Sul,27.5488,58.7530,2712
QUINZE DE NOVEMBRO,RS,Sul,4.5705,46.9027,3659
REDENTORA,RS,Sul,53.6090,61.6459,10328
RELVADO,RS,Sul,2.0804,41.4397,2145
RESTINGA SECA,RS,Sul,24.7338,38.3000,15869
RIO DOS INDIOS,RS,Sul,33.4188,64.7606,3533
RIO GRANDE,RS,Sul,8.4917,58.1867,198049
RIO PARDO,RS,Sul,26.1671,59.8968,37577
RIOZINHO,RS,Sul,7.1823,43.9224,4350
ROCA SALES,RS,Sul,4.3588,42.4194,10362
RODEIO BONITO,RS,Sul,15.4649,49.8449,5743
ROLADOR,RS,Sul,23.1917,64.1011,2522
ROLANTE,RS,Sul,7.2879,36.0460,19611
RONDA ALTA,RS,Sul,20.7021,53.5253,10235
RONDINHA,RS,Sul,7.5449,48.5096,5473
ROQUE GONZALES,RS,Sul,26.5632,57.0920,7158
ROSARIO DO SUL,RS,Sul,25.7790,51.9963,39604
SAGRADA FAMILIA,RS,Sul,26.7292,51.7576,2591
SALDANHA MARINHO,RS,Sul,5.9673,45.6406,2844
SALTO DO JACUI,RS,Sul,23.9294,54.5056,11907
SALVADOR DAS MISSOES,RS,Sul,5.6054,44.8223,2670
SALVADOR DO SUL,RS,Sul,3.4309,42.7742,6827
SANANDUVA,RS,Sul,6.3039,33.7280,15422
SANTA BARBARA DO SUL,RS,Sul,17.9470,46.3957,8738
SANTA CECILIA DO SUL,RS,Sul,9.7744,34.0299,1651
SANTA CLARA DO SUL,RS,Sul,1.3556,50.6641,5766
SANTA CRUZ DO SUL,RS,Sul,9.7114,40.6365,119199
SANTA MARIA,RS,Sul,11.2407,37.9816,262369
SANTA MARIA DO HERVAL,RS,Sul,1.6724,43.4822,6066
SANTA MARGARIDA DO SUL,RS,Sul,25.6242,46.1292,2366
SANTANA DA BOA VISTA,RS,Sul,31.2563,53.2979,8213
SANT ANA DO LIVRAMENTO,RS,Sul,21.4236,55.8456,81821
SANTA ROSA,RS,Sul,11.6886,46.1540,68862
SANTA TEREZA,RS,Sul,0.5282,38.3122,1729
SANTA VITORIA DO PALMAR,RS,Sul,13.8736,48.7609,30813
SANTIAGO,RS,Sul,12.9578,45.0025,49005
SANTO ANGELO,RS,Sul,15.2444,51.4618,76239
SANTO ANTONIO DO PALMA,RS,Sul,2.5954,43.1425,2134
SANTO ANTONIO DA PATRULHA,RS,Sul,10.4633,50.0000,39889
SANTO ANTONIO DAS MISSOES,RS,Sul,27.4941,59.0635,11097
SANTO ANTONIO DO PLANALTO,RS,Sul,10.8069,38.1323,1986
SANTO AUGUSTO,RS,Sul,19.1192,57.2743,13933
SANTO CRISTO,RS,Sul,9.0198,48.6162,14339
SANTO EXPEDITO DO SUL,RS,Sul,25.2132,46.5658,2444
SAO BORJA,RS,Sul,20.4450,56.1441,61426
SAO DOMINGOS DO SUL,RS,Sul,3.0623,40.1463,2934
SAO FRANCISCO DE ASSIS,RS,Sul,22.8147,53.4103,19135
SAO FRANCISCO DE PAULA,RS,Sul,19.4701,46.8999,20600
SAO GABRIEL,RS,Sul,23.1489,44.7375,60452
SAO JERONIMO,RS,Sul,16.5645,51.5013,22277
SAO JOAO DA URTIGA,RS,Sul,10.9375,46.8760,4711
SAO JOAO DO POLESINE,RS,Sul,14.2690,38.6979,2580
SAO JORGE,RS,Sul,5.5127,35.3831,2767
SAO JOSE DAS MISSOES,RS,Sul,30.6755,57.1680,2699
SAO JOSE DO HERVAL,RS,Sul,24.4006,60.2667,2179
SAO JOSE DO HORTENCIO,RS,Sul,2.0710,38.5180,4149
SAO JOSE DO INHACORA,RS,Sul,4.0000,50.6293,2185
SAO JOSE DO NORTE,RS,Sul,27.1404,54.3556,25635
SAO JOSE DO OURO,RS,Sul,15.8190,37.9052,6893
SAO JOSE DO SUL,RS,Sul,1.7167,43.4350,2108
SAO JOSE DOS AUSENTES,RS,Sul,17.8995,49.5958,3305
SAO LEOPOLDO,RS,Sul,8.4878,46.4635,215664
SAO LOURENCO DO SUL,RS,Sul,14.8785,51.1681,43067
SAO LUIZ GONZAGA,RS,Sul,17.2710,57.5332,34393
SAO MARCOS,RS,Sul,4.9246,20.3803,20191
SAO MARTINHO,RS,Sul,13.0160,43.0668,5731
SAO MARTINHO DA SERRA,RS,Sul,22.3508,39.6536,3198
SAO MIGUEL DAS MISSOES,RS,Sul,23.6111,62.9322,7429
SAO NICOLAU,RS,Sul,37.3878,62.5829,5675
SAO PAULO DAS MISSOES,RS,Sul,25.2570,57.1295,6301
SAO PEDRO DA SERRA,RS,Sul,1.8975,45.0827,3352
SAO PEDRO DAS MISSOES,RS,Sul,33.0606,57.4324,1894
SAO PEDRO DO BUTIA,RS,Sul,6.4482,53.5714,2874
SAO PEDRO DO SUL,RS,Sul,15.6175,45.0770,16321
SAO SEBASTIAO DO CAI,RS,Sul,10.0419,42.8362,22104
SAO SEPE,RS,Sul,15.2026,55.8549,23735
SAO VALENTIM,RS,Sul,8.2500,41.3807,3596
SAO VALENTIM DO SUL,RS,Sul,5.5405,40.4430,2171
SAO VALERIO DO SUL,RS,Sul,41.4966,61.3374,2649
SAO VENDELINO,RS,Sul,0.6289,44.4037,1965
SAO VICENTE DO SUL,RS,Sul,24.8152,53.0379,8448
SAPIRANGA,RS,Sul,10.1074,44.3647,75430
SAPUCAIA DO SUL,RS,Sul,9.1424,55.5289,131587
SARANDI,RS,Sul,11.6556,40.3358,21525
SEBERI,RS,Sul,28.4319,52.2092,10863
SEDE NOVA,RS,Sul,19.0802,47.6341,2996
SEGREDO,RS,Sul,27.9802,55.3091,7069
SELBACH,RS,Sul,6.9964,38.0186,4935
SENADOR SALGADO FILHO,RS,Sul,21.2474,40.2277,2806
SENTINELA DO SUL,RS,Sul,23.6857,55.4880,5222
SERAFINA CORREA,RS,Sul,3.3693,29.8647,14511
SERIO,RS,Sul,10.2094,67.3846,2249
SERTAO,RS,Sul,14.8985,37.3018,6205
SERTAO SANTANA,RS,Sul,22.0179,43.0789,5895
SETE DE SETEMBRO,RS,Sul,29.6296,57.7731,2107
SEVERIANO DE ALMEIDA,RS,Sul,6.1758,47.0313,3819
SILVEIRA MARTINS,RS,Sul,13.5301,38.4356,2425
SINIMBU,RS,Sul,12.4251,58.2475,10058
SOBRADINHO,RS,Sul,17.7576,38.8077,14317
SOLEDADE,RS,Sul,16.4293,45.5261,30069
TABAI,RS,Sul,6.5292,58.5103,4175
TAPEJARA,RS,Sul,5.9491,23.5355,19640
TAPERA,RS,Sul,8.6759,47.8659,10440
TAPES,RS,Sul,13.9081,52.3438,16655
TAQUARA,RS,Sul,11.0132,41.9006,54783
TAQUARI,RS,Sul,14.9430,55.7057,26108
TAQUARUCU DO SUL,RS,Sul,10.8315,48.7591,2970
TAVARES,RS,Sul,21.6505,58.8498,5352
TENENTE PORTELA,RS,Sul,21.6659,51.3822,13672
TERRA DE AREIA,RS,Sul,21.0923,43.0548,9976
TEUTONIA,RS,Sul,2.0217,47.9120,27743
TIO HUGO,RS,Sul,6.6882,50.3096,2746
TIRADENTES DO SUL,RS,Sul,11.8667,56.1140,6382
TOROPI,RS,Sul,11.9888,46.8494,2934
TORRES,RS,Sul,8.8843,39.1070,34946
TRAMANDAI,RS,Sul,14.2141,46.5594,42395
TRAVESSEIRO,RS,Sul,2.1992,56.6392,2312
TRES ARROIOS,RS,Sul,1.0560,45.2235,2833
TRES CACHOEIRAS,RS,Sul,10.2160,40.4081,10271
TRES COROAS,RS,Sul,3.2221,36.7030,24188
TRES DE MAIO,RS,Sul,12.1088,41.5454,23695
TRES FORQUILHAS,RS,Sul,23.8378,51.4582,2890
TRES PALMEIRAS,RS,Sul,22.3860,50.8230,4363
TRES PASSOS,RS,Sul,12.0625,51.2614,23912
TRINDADE DO SUL,RS,Sul,30.0921,53.6174,5777
TRIUNFO,RS,Sul,14.4100,43.6068,26072
TUCUNDUVA,RS,Sul,8.7992,38.4990,5867
TUNAS,RS,Sul,31.5217,64.5393,4402
TUPANCI DO SUL,RS,Sul,22.4299,42.1769,1562
TUPANCIRETA,RS,Sul,29.6336,53.2718,22384
TUPANDI,RS,Sul,2.0313,36.3607,3999
TUPARENDI,RS,Sul,11.7340,41.3559,8482
TURUCU,RS,Sul,20.8566,41.1650,3508
UBIRETAMA,RS,Sul,14.3251,38.8154,2267
UNIAO DA SERRA,RS,Sul,2.4017,39.3626,1455
UNISTALDA,RS,Sul,39.1827,47.3541,2436
URUGUAIANA,RS,Sul,20.8434,41.2062,125320
VACARIA,RS,Sul,11.6763,27.6100,61650
VALE VERDE,RS,Sul,12.4570,47.0018,3269
VALE DO SOL,RS,Sul,14.1240,53.5750,11117
VALE REAL,RS,Sul,3.7906,44.3750,5178
VANINI,RS,Sul,8.0315,35.7094,1992
VENANCIO AIRES,RS,Sul,12.6244,51.3662,66308
VERA CRUZ,RS,Sul,14.6982,50.3717,24189
VERANOPOLIS,RS,Sul,4.1018,18.5692,23067
VESPASIANO CORREA,RS,Sul,1.7685,27.1777,1956
VIADUTOS,RS,Sul,11.3766,39.7590,5252
VIAMAO,RS,Sul,16.7819,47.4504,240302
VICENTE DUTRA,RS,Sul,21.3620,48.4006,5221
VICTOR GRAEFF,RS,Sul,3.0740,39.8807,3017
VILA FLORES,RS,Sul,2.4267,23.9095,3217
VILA LANGARO,RS,Sul,4.1237,37.9845,2143
VILA MARIA,RS,Sul,3.5741,40.4122,4225
VILA NOVA DO SUL,RS,Sul,27.8776,53.6557,4218
VISTA ALEGRE,RS,Sul,15.7418,62.6104,2820
VISTA ALEGRE DO PRATA,RS,Sul,3.1780,28.9753,1566
VISTA GAUCHA,RS,Sul,18.0570,57.7643,2762
VITORIA DAS MISSOES,RS,Sul,31.5391,55.9736,3448
WESTFALIA,RS,Sul,0.5767,62.4825,2807
XANGRI LA,RS,Sul,8.8037,33.5933,12760
AGUA CLARA,MS,Centro-Oeste,16.3522,48.0087,14686
ALCINOPOLIS,MS,Centro-Oeste,21.8652,39.6282,4638
AMAMBAI,MS,Centro-Oeste,34.8624,46.7336,35133
ANASTACIO,MS,Centro-Oeste,28.0196,46.8367,23940
ANAURILANDIA,MS,Centro-Oeste,22.7240,44.9916,8535
ANGELICA,MS,Centro-Oeste,19.9933,48.8702,9326
ANTONIO JOAO,MS,Centro-Oeste,42.9207,36.2551,8270
APARECIDA DO TABOADO,MS,Centro-Oeste,16.7555,32.3675,22621
AQUIDAUANA,MS,Centro-Oeste,32.7342,43.4763,45781
ARAL MOREIRA,MS,Centro-Oeste,41.9867,52.3018,10420
BANDEIRANTES,MS,Centro-Oeste,23.4515,46.1483,6624
BATAGUASSU,MS,Centro-Oeste,23.0057,40.1826,20119
BATAYPORA,MS,Centro-Oeste,29.2795,50.1906,10960
BELA VISTA,MS,Centro-Oeste,36.4508,42.5743,23290
BODOQUENA,MS,Centro-Oeste,29.5102,50.6050,7956
BONITO,MS,Centro-Oeste,19.8287,40.4587,19789
BRASILANDIA,MS,Centro-Oeste,18.7548,36.5519,11817
CAARAPO,MS,Centro-Oeste,25.3592,41.5843,26156
CAMAPUA,MS,Centro-Oeste,18.6168,47.6941,13617
CAMPO GRANDE,MS,Centro-Oeste,11.8755,30.6204,796252
CARACOL,MS,Centro-Oeste,37.0300,43.2189,5460
CASSILANDIA,MS,Centro-Oeste,13.8285,24.7526,21034
CHAPADAO DO SUL,MS,Centro-Oeste,9.2856,30.4335,20262
CORGUINHO,MS,Centro-Oeste,16.7271,44.6824,4960
CORONEL SAPUCAIA,MS,Centro-Oeste,47.1569,49.2101,14161
CORUMBA,MS,Centro-Oeste,25.3122,43.1345,104318
COSTA RICA,MS,Centro-Oeste,16.6229,37.7605,20027
COXIM,MS,Centro-Oeste,24.1340,51.3081,32259
DEODAPOLIS,MS,Centro-Oeste,21.8131,44.8332,12200
DOIS IRMAOS DO BURITI,MS,Centro-Oeste,47.3903,61.4672,10442
DOURADINA,MS,Centro-Oeste,18.8415,42.9625,5413
DOURADOS,MS,Centro-Oeste,13.9554,32.1826,198422
ELDORADO,MS,Centro-Oeste,31.2854,29.7585,11743
FATIMA DO SUL,MS,Centro-Oeste,19.4474,43.6878,19030
FIGUEIRAO,MS,Centro-Oeste,17.9364,38.0165,2937
GLORIA DE DOURADOS,MS,Centro-Oeste,13.7439,43.4912,9919
GUIA LOPES DA LAGUNA,MS,Centro-Oeste,33.4145,45.6549,10309
IGUATEMI,MS,Centro-Oeste,22.4799,36.1931,14972
INOCENCIA,MS,Centro-Oeste,22.0197,36.6667,7654
ITAPORA,MS,Centro-Oeste,7.1429,44.6839,21159
ITAQUIRAI,MS,Centro-Oeste,35.0908,50.9730,18833
IVINHEMA,MS,Centro-Oeste,14.1786,44.9265,22395
JAPORA,MS,Centro-Oeste,69.5110,62.0293,7854
JARAGUARI,MS,Centro-Oeste,14.5403,48.0712,6415
JARDIM,MS,Centro-Oeste,23.6574,43.4088,24485
JATEI,MS,Centro-Oeste,20.7692,49.7282,4008
JUTI,MS,Centro-Oeste,37.2807,59.4909,5971
LADARIO,MS,Centro-Oeste,31.5586,45.9376,19948
LAGUNA CARAPA,MS,Centro-Oeste,29.6801,44.1605,6565
MARACAJU,MS,Centro-Oeste,14.3976,42.0218,38264
MIRANDA,MS,Centro-Oeste,42.3600,48.9121,25794
MUNDO NOVO,MS,Centro-Oeste,26.8665,39.6974,17149
NAVIRAI,MS,Centro-Oeste,15.2417,38.4922,47174
NIOAQUE,MS,Centro-Oeste,41.9653,52.0790,14338
NOVA ALVORADA DO SUL,MS,Centro-Oeste,19.9960,52.7070,16930
NOVA ANDRADINA,MS,Centro-Oeste,19.6130,41.9963,46369
NOVO HORIZONTE DO SUL,MS,Centro-Oeste,7.2682,49.9666,4827
PARANAIBA,MS,Centro-Oeste,15.7591,39.6574,40330
PARANHOS,MS,Centro-Oeste,51.9360,51.9597,12514
PEDRO GOMES,MS,Centro-Oeste,31.8541,45.8001,7924
PONTA PORA,MS,Centro-Oeste,33.4452,33.8150,79174
PORTO MURTINHO,MS,Centro-Oeste,35.6358,37.4516,15530
RIBAS DO RIO PARDO,MS,Centro-Oeste,23.3736,46.3796,21271
RIO BRILHANTE,MS,Centro-Oeste,18.5544,42.4410,31279
RIO NEGRO,MS,Centro-Oeste,19.7216,45.9153,5006
RIO VERDE DE MATO GROSSO,MS,Centro-Oeste,22.2813,49.0666,18948
ROCHEDO,MS,Centro-Oeste,25.3365,27.5026,4972
SANTA RITA DO PARDO,MS,Centro-Oeste,16.6667,36.3242,7307
SAO GABRIEL DO OESTE,MS,Centro-Oeste,14.7782,33.5725,22617
SETE QUEDAS,MS,Centro-Oeste,20.6566,41.4265,10769
SELVIRIA,MS,Centro-Oeste,15.9879,45.5443,6303
SIDROLANDIA,MS,Centro-Oeste,34.9886,44.6340,43564
SONORA,MS,Centro-Oeste,22.4766,43.3893,15240
TACURU,MS,Centro-Oeste,50.5651,63.6234,10330
TAQUARUSSU,MS,Centro-Oeste,27.8535,56.6428,3520
TERENOS,MS,Centro-Oeste,19.3680,44.5556,17567
TRES LAGOAS,MS,Centro-Oeste,11.8589,31.4893,103536
VICENTINA,MS,Centro-Oeste,24.4908,48.7143,5911
ACORIZAL,MT,Centro-Oeste,39.9770,62.0777,5493
AGUA BOA,MT,Centro-Oeste,12.8620,21.9457,21325
ALTA FLORESTA,MT,Centro-Oeste,20.0568,41.4434,49332
ALTO ARAGUAIA,MT,Centro-Oeste,16.1309,32.8898,15969
ALTO BOA VISTA,MT,Centro-Oeste,29.8569,14.1655,5403
ALTO GARCAS,MT,Centro-Oeste,19.9123,36.7435,10505
ALTO PARAGUAI,MT,Centro-Oeste,24.2718,54.4487,10180
ALTO TAQUARI,MT,Centro-Oeste,12.2023,25.6136,8349
APIACAS,MT,Centro-Oeste,21.1039,50.6104,8713
ARAGUAIANA,MT,Centro-Oeste,21.7111,52.1024,3180
ARAGUAINHA,MT,Centro-Oeste,26.8734,54.9679,1077
ARAPUTANGA,MT,Centro-Oeste,25.3157,32.6030,15470
ARENAPOLIS,MT,Centro-Oeste,24.1369,38.9502,10218
ARIPUANA,MT,Centro-Oeste,29.3559,36.4582,19006
BARAO DE MELGACO,MT,Centro-Oeste,45.2745,72.1467,7585
BARRA DO BUGRES,MT,Centro-Oeste,28.4044,48.6236,32134
BARRA DO GARCAS,MT,Centro-Oeste,23.2115,39.5561,56903
BOM JESUS DO ARAGUAIA,MT,Centro-Oeste,34.8307,47.5367,5437
BRASNORTE,MT,Centro-Oeste,18.9165,36.3554,15783
CACERES,MT,Centro-Oeste,29.7637,49.7979,88428
CAMPINAPOLIS,MT,Centro-Oeste,45.7732,41.2449,14450
CAMPO NOVO DO PARECIS,MT,Centro-Oeste,12.0281,30.7723,28340
CAMPO VERDE,MT,Centro-Oeste,11.9699,37.5062,32692
CAMPOS DE JULIO,MT,Centro-Oeste,17.1543,36.8936,5327
CANABRAVA DO NORTE,MT,Centro-Oeste,33.4044,26.7447,4771
CANARANA,MT,Centro-Oeste,18.9920,22.7485,19011
CARLINDA,MT,Centro-Oeste,32.1271,47.0016,10890
CASTANHEIRA,MT,Centro-Oeste,25.1492,43.1672,8265
CHAPADA DOS GUIMARAES,MT,Centro-Oeste,34.7779,55.7916,17980
CLAUDIA,MT,Centro-Oeste,13.6067,31.6363,11122
COCALINHO,MT,Centro-Oeste,17.5676,53.1274,5500
COLIDER,MT,Centro-Oeste,12.2650,21.4286,30975
COLNIZA,MT,Centro-Oeste,46.4267,53.9932,27616
COMODORO,MT,Centro-Oeste,21.7709,32.9950,18419
CONFRESA,MT,Centro-Oeste,36.4397,33.1182,25684
CONQUISTA D OESTE,MT,Centro-Oeste,22.7586,35.9954,3447
COTRIGUACU,MT,Centro-Oeste,26.1811,43.0387,15455
CUIABA,MT,Centro-Oeste,14.8052,36.8502,556299
CURVELANDIA,MT,Centro-Oeste,32.4521,39.5773,4893
DENISE,MT,Centro-Oeste,24.9613,45.6903,8605
DIAMANTINO,MT,Centro-Oeste,19.4666,38.2353,20475
DOM AQUINO,MT,Centro-Oeste,26.9835,42.3840,8153
FELIZ NATAL,MT,Centro-Oeste,18.5374,42.9245,11253
FIGUEIROPOLIS D OESTE,MT,Centro-Oeste,15.8375,21.6764,3757
GAUCHA DO NORTE,MT,Centro-Oeste,26.3678,13.5802,6423
GENERAL CARNEIRO,MT,Centro-Oeste,44.8664,43.6204,5080
GLORIA D OESTE,MT,Centro-Oeste,24.4423,41.3104,3118
GUARANTA DO NORTE,MT,Centro-Oeste,22.8304,35.3182,32525
GUIRATINGA,MT,Centro-Oeste,21.2213,36.3427,14038
INDIAVAI,MT,Centro-Oeste,32.0479,52.8426,2424
IPIRANGA DO NORTE,MT,Centro-Oeste,12.2514,33.5428,5382
ITANHANGA,MT,Centro-Oeste,26.4968,34.4233,5420
ITAUBA,MT,Centro-Oeste,26.1339,34.8958,4483
ITIQUIRA,MT,Centro-Oeste,28.3858,46.0563,11653
JACIARA,MT,Centro-Oeste,19.2298,32.1676,25790
JANGADA,MT,Centro-Oeste,46.0566,58.2201,7740
JAURU,MT,Centro-Oeste,19.7946,32.3293,10255
JUARA,MT,Centro-Oeste,13.7463,24.1149,32948
JUINA,MT,Centro-Oeste,18.7175,41.6805,39351
JURUENA,MT,Centro-Oeste,30.6847,39.7321,11671
JUSCIMEIRA,MT,Centro-Oeste,22.7334,44.9337,11382
LAMBARI D OESTE,MT,Centro-Oeste,27.5903,40.7637,5492
LUCAS DO RIO VERDE,MT,Centro-Oeste,12.9276,34.1310,47571
LUCIARA,MT,Centro-Oeste,38.5671,26.5734,2204
VILA BELA DA SANTISSIMA TRINDADE,MT,Centro-Oeste,32.2195,44.1545,14634
MARCELANDIA,MT,Centro-Oeste,24.1841,39.9377,11819
MATUPA,MT,Centro-Oeste,14.6410,42.7641,14396
MIRASSOL D OESTE,MT,Centro-Oeste,23.9010,42.3062,25495
NOBRES,MT,Centro-Oeste,27.1773,44.7761,15003
NORTELANDIA,MT,Centro-Oeste,29.8403,44.6797,6374
NOSSA SENHORA DO LIVRAMENTO,MT,Centro-Oeste,48.7108,67.6700,11579
NOVA BANDEIRANTES,MT,Centro-Oeste,32.1045,36.8816,12004
NOVA NAZARE,MT,Centro-Oeste,34.7368,36.9686,3110
NOVA LACERDA,MT,Centro-Oeste,35.2761,51.0910,5544
NOVA SANTA HELENA,MT,Centro-Oeste,16.7266,43.3402,3487
NOVA BRASILANDIA,MT,Centro-Oeste,30.6897,40.9762,4495
NOVA CANAA DO NORTE,MT,Centro-Oeste,10.5628,28.0410,12174
NOVA MUTUM,MT,Centro-Oeste,9.1314,28.6687,33034
NOVA OLIMPIA,MT,Centro-Oeste,29.1454,46.9127,17771
NOVA UBIRATA,MT,Centro-Oeste,17.2853,46.9320,9492
NOVA XAVANTINA,MT,Centro-Oeste,10.8184,32.1220,19783
NOVO MUNDO,MT,Centro-Oeste,27.0294,41.8060,7512
NOVO HORIZONTE DO NORTE,MT,Centro-Oeste,19.1953,33.0084,3768
NOVO SAO JOAQUIM,MT,Centro-Oeste,36.5487,31.8141,5924
PARANAITA,MT,Centro-Oeste,21.5619,42.7032,10718
PARANATINGA,MT,Centro-Oeste,17.3803,27.8908,19594
NOVO SANTO ANTONIO,MT,Centro-Oeste,28.4281,42.4025,2068
PEDRA PRETA,MT,Centro-Oeste,26.2436,50.1606,15920
PEIXOTO DE AZEVEDO,MT,Centro-Oeste,31.7079,51.0379,31170
PLANALTO DA SERRA,MT,Centro-Oeste,35.3418,47.9685,2715
POCONE,MT,Centro-Oeste,47.5408,67.6319,31857
PONTAL DO ARAGUAIA,MT,Centro-Oeste,19.2550,44.2075,5523
PONTE BRANCA,MT,Centro-Oeste,14.6379,49.3399,1744
PONTES E LACERDA,MT,Centro-Oeste,21.0786,28.2354,41741
PORTO ALEGRE DO NORTE,MT,Centro-Oeste,38.6303,34.5696,10912
PORTO DOS GAUCHOS,MT,Centro-Oeste,17.8511,34.7952,5433
PORTO ESPERIDIAO,MT,Centro-Oeste,32.5086,49.6616,11111
PORTO ESTRELA,MT,Centro-Oeste,52.3682,68.8509,3568
POXOREO,MT,Centro-Oeste,33.4394,52.0182,17413
PRIMAVERA DO LESTE,MT,Centro-Oeste,15.3890,30.3002,53004
QUERENCIA,MT,Centro-Oeste,20.3445,23.5433,13476
SAO JOSE DOS QUATRO MARCOS,MT,Centro-Oeste,15.9790,41.8272,18945
RESERVA DO CABACAL,MT,Centro-Oeste,15.1149,40.7301,2584
RIBEIRAO CASCALHEIRA,MT,Centro-Oeste,34.1355,26.5636,9002
RIBEIRAOZINHO,MT,Centro-Oeste,17.2275,43.4336,2216
RIO BRANCO,MT,Centro-Oeste,26.7338,38.9709,5069
SANTA CARMEM,MT,Centro-Oeste,23.0375,37.4613,4123
SANTO AFONSO,MT,Centro-Oeste,26.3366,47.2611,3001
SAO JOSE DO POVO,MT,Centro-Oeste,21.4905,55.0617,3634
SAO JOSE DO RIO CLARO,MT,Centro-Oeste,23.2034,35.9051,17461
SAO JOSE DO XINGU,MT,Centro-Oeste,35.1815,32.5466,5266
SAO PEDRO DA CIPA,MT,Centro-Oeste,29.9845,53.3252,4209
RONDOLANDIA,MT,Centro-Oeste,42.9897,45.1923,3638
RONDONOPOLIS,MT,Centro-Oeste,16.0706,40.1025,198950
ROSARIO OESTE,MT,Centro-Oeste,38.6504,59.0497,17601
SANTA CRUZ DO XINGU,MT,Centro-Oeste,34.8760,29.2308,1967
SALTO DO CEU,MT,Centro-Oeste,26.6771,32.0402,3842
SANTA RITA DO TRIVELATO,MT,Centro-Oeste,19.3863,35.9870,2585
SANTA TEREZINHA,MT,Centro-Oeste,44.4335,49.8046,7484
SANTO ANTONIO DO LESTE,MT,Centro-Oeste,17.7104,34.5801,3898
SANTO ANTONIO DO LEVERGER,MT,Centro-Oeste,35.9053,60.2527,18696
SAO FELIX DO ARAGUAIA,MT,Centro-Oeste,19.7388,33.9974,10716
SAPEZAL,MT,Centro-Oeste,16.4378,35.1200,18880
SERRA NOVA DOURADA,MT,Centro-Oeste,37.8132,33.3333,1393
SINOP,MT,Centro-Oeste,10.2440,33.4149,116014
SORRISO,MT,Centro-Oeste,7.4571,36.2572,68894
TABAPORA,MT,Centro-Oeste,13.3312,30.5226,9863
TANGARA DA SERRA,MT,Centro-Oeste,7.5610,24.4424,85319
TAPURAH,MT,Centro-Oeste,25.6233,34.5674,10723
TERRA NOVA DO NORTE,MT,Centro-Oeste,29.2273,53.4031,11107
TESOURO,MT,Centro-Oeste,29.0294,55.2090,3436
TORIXOREU,MT,Centro-Oeste,18.1379,47.6549,4013
UNIAO DO SUL,MT,Centro-Oeste,27.6950,39.5009,3727
VALE DE SAO DOMINGOS,MT,Centro-Oeste,26.0146,33.2495,3052
VARZEA GRANDE,MT,Centro-Oeste,23.9640,49.8023,255449
VERA,MT,Centro-Oeste,12.2091,44.2259,10326
VILA RICA,MT,Centro-Oeste,19.0257,30.3495,21828
NOVA GUARITA,MT,Centro-Oeste,22.1927,46.6896,4877
NOVA MARILANDIA,MT,Centro-Oeste,22.8850,38.8087,2980
NOVA MARINGA,MT,Centro-Oeste,14.2094,47.0542,6793
NOVA MONTE VERDE,MT,Centro-Oeste,21.4744,47.5132,8191
ABADIA DE GOIAS,GO,Centro-Oeste,22.5610,28.6651,7023
ABADIANIA,GO,Centro-Oeste,11.3651,24.1571,16088
ACREUNA,GO,Centro-Oeste,22.3121,39.0063,20431
ADELANDIA,GO,Centro-Oeste,25.9479,33.3173,2479
AGUA FRIA DE GOIAS,GO,Centro-Oeste,35.2572,30.3209,5138
AGUA LIMPA,GO,Centro-Oeste,25.3406,41.5485,1999
AGUAS LINDAS DE GOIAS,GO,Centro-Oeste,35.6268,41.3360,163495
ALEXANIA,GO,Centro-Oeste,30.4090,24.2364,24104
ALOANDIA,GO,Centro-Oeste,19.8750,46.6311,2046
ALTO HORIZONTE,GO,Centro-Oeste,20.8534,34.5865,4654
ALTO PARAISO DE GOIAS,GO,Centro-Oeste,28.6256,38.2326,6939
ALVORADA DO NORTE,GO,Centro-Oeste,43.8174,40.9545,8125
AMARALINA,GO,Centro-Oeste,35.0137,51.2208,3462
AMERICANO DO BRASIL,GO,Centro-Oeste,17.9501,32.5006,5553
AMORINOPOLIS,GO,Centro-Oeste,26.6719,38.9894,3568
ANAPOLIS,GO,Centro-Oeste,14.9706,23.9341,338545
ANHANGUERA,GO,Centro-Oeste,11.7143,46.3731,1030
ANICUNS,GO,Centro-Oeste,22.9597,34.6708,20353
APARECIDA DE GOIANIA,GO,Centro-Oeste,12.2699,30.4983,465093
APARECIDA DO RIO DOCE,GO,Centro-Oeste,18.9487,47.3456,2429
APORE,GO,Centro-Oeste,17.7496,38.3133,3832
ARACU,GO,Centro-Oeste,24.6343,40.7544,3778
ARAGARCAS,GO,Centro-Oeste,23.0931,41.2624,18437
ARAGOIANIA,GO,Centro-Oeste,24.6565,38.3254,8514
ARAGUAPAZ,GO,Centro-Oeste,27.2586,44.9079,7526
ARENOPOLIS,GO,Centro-Oeste,24.0000,52.3529,3222
ARUANA,GO,Centro-Oeste,24.3344,40.6442,7681
AURILANDIA,GO,Centro-Oeste,25.1836,52.0946,3606
AVELINOPOLIS,GO,Centro-Oeste,30.1290,30.5737,2446
BALIZA,GO,Centro-Oeste,36.6430,55.0746,3825
BARRO ALTO,GO,Centro-Oeste,31.1456,38.8745,8906
BELA VISTA DE GOIAS,GO,Centro-Oeste,14.2892,30.4236,24965
BOM JARDIM DE GOIAS,GO,Centro-Oeste,32.4611,53.3467,8451
